sent0,sent1
"“Ради человечества, мир должен объединиться против террора”, -- сказал премьер-министр Моди в своем обращении.",PM Modi said the world has to unite against terror.
เหล่าศิลปินอย่าง The Fugees และ Common ได้เห็นการฟื้นสภาพในสหราชอาณาจักรล่าสุดผ่านเหล่าศิลปิน เช่น Akala และ Lowkey,Artists such as Akala and Lowkey have helped to revive the music of artists like The Fugees and Common in the UK.
"""Из четырех врачей, которые стажировались в больнице Гая и у которых впоследствии развилась мезотелиома за последние пять лет"", отметил он в письме в 2010 году, ""я один остался в живых"".",Three of the four doctors who trained at Guy's Hospital are now dead.
"Wagonjwa 35 huko Shenzen walipimwa na matokeo yalikuwa hasi katika wastani wa siku 4, ambapo urefu wa ugonjwa ulikuwa siku 11 kwa wagonjwa 45 ambao hawakupokea dawa hiyo.",35 patients tested negative after 4 days.
Ebola ilitabiriwa awali kusababisha hadi visa milioni moja na vifo vya watu nusu milioni.,It was predicted that there'd be a million cases and half a million deaths due to Ebola.
"Doğum sonrası 6 ay yarı zamanlı çalışma veya ücretsiz izin, çocuk ilkokul çağına gidene kadar da yarı zamanlı çalışma imkanı getiren düzenlemelerin komisyon görüşmelerinde gündeme en sık gelen konu ise ""kiralık işçilik"" oldu.",The regulations will allow 6 months for part-time work after giving birth.
Οι κατσαρίδες είναι έντομα.,Cockroaches are not mammals.
وائرس انسانوں میں منتقلی کے دوران جینیاتی طور پر کس طرح تیار ہوتا ہے؟,How is the virus changing as it passes from one human to another?
哥伦布发现了美洲。,America was discovered by Columbus.
"«Больше половины солдат в Особой воздушной службе, насчитывающей 250 человек, раньше были парашютистами, а Особая лодочная служба, которая еще меньше, не могла бы продолжать существование без поддержки Королевской морской пехоты», – сообщил источник, связанный с обороной.",The soldiers needed the support of the Royal Marines.
میں اکیلے سفر کرنا چاہو گی۔,Traveling alone is my preference.
"""Оно может не только спасти окружающую среду, но и лишить террористов источника финансирования"", - сказал он.",He said that it would hurt the terrorists' funding.
“这些车是你的吗？”“是的，是我的。”,"""These cars are yours?"" ""That is correct."""
"Kuendelea mbele, CRT inashughulika kuweka ukurasa kuhusu Meta-Wiki ili kutoa nafasi kwa jamii kufuatilia matokeo na kufuatilia mawasiliano yetu nao.",The CRT is setting up a page for the community to monitor the impact.
"Rechazar los límites de nuestra última gran frontera del norte "": tal es la ambición a largo plazo que Jean Charest presentó con fuerza visual quedándose en las grandes líneas, al término del consejo general del Partido liberal de Quebec, en Lévis, ayer.",The General Council of the Liberal Party of Quebec is located in Levis.
"""Konuşmanızı susturdular mı kazanmış oluyorlar."" yazıyor.","The saying is ""When they chill your speech, then they've won."""
Πού θέλεις να πας; Οπουδήποτε.,"""Where do you want to go?"" ""Anywhere is fine."""
Майката на Куки умря от рак.,Cookie's mother succumbed to cancer.
وہ فورا مان گیا۔,He quickly agreed to it.
"मर्फी ने कहा, ""यद्यपि हम यूरोपीय लोगों के अधिकारों की बेहतर तरीके से रक्षा करने के लिए अपने निगरानी कार्यक्रम को संशोधित कर सकते हैं, लेकिन उन्हें भी इससे सहमत होने की आवश्यकता है कि एकमात्र हम ही नहीं हैं जो जासूसी कर रहे हैं।""",Europeans have certain rights that must be respected.
โฆษกของทำเนียบขาวให้นาย โบลตัน ปฏิเสธที่จะแสดงความคิดเห็นในรายละเอียดของการอภิปรายที่อธิบายโดยเจ้าหน้าที่อเมริกันสามคนดังกล่าว รวมถึงนักการทูตสองคนที่ตกลงที่จะพูดคุยเกี่ยวกับการพิจารณาหารือภายในเกี่ยวกับเงื่อนไขของการไม่เปิดเผยชื่อ,A White House spokesperson declined to comment on the details of the debate.
اختر الورود التي تحبها.,Pick the flowers that you like the most.
ألا تبالي إن دخنت؟,Does my smoking bother you?
"Συμφωνείς, Τομ;","Tom, do you think so?"
即使是现在，我偶尔还是想见到你。不是今天的你，而是我记忆中曾经的你。,"The me I want to see is the me I remember, not the me of today."
"Всичко, което искам, е чаша кафе и препечена филийка.",A cup of coffee and some toast is all that I desire.
"""Mais comme manager de l'Association il ne serait pas capable.""",The association is unmanageable for him.
“你不能用问题来回答我的问题。” “为什么不能？”,You cannot respond to a question with another question.
""" Mon plus grand souhait, c'est qu'on me guérisse de la diarrhée, c'est humiliant "", confie-t-il.",He wants to be rid of the embarrassing problem that is diarrhoea.
آپ نے بعد میں چہل قدمی کے لئیے چلنا ہے؟,I'm wondering if you'd be interested in going for a walk.
"""Utakwenda sokoni na Juma?"" ""La. Nitakwenda peke yangu.""",I will go to the market by myself.
Francois Bouchard aliisawazishia Dundee kabla ya magoli mawili ya Lukas Lundvald Nielsen kuwapa ushindi.,Dundee had Francois Bouchard who scored a goal.
طبقة من الجليد غًطى الشارع.,The street was covered in snow.
"Wagonjwa wa COVID-19 wanasambaza virusi hata wakati hawaonyeshi dalili zozote huku wagonjwa wa SARS wakiwa wanafanya hivyo wakiwa katika hali mbaya sana, jambo linalosababisha ugumu zaidi wa kudhibiti kuenea kwa COVID-19 kuliko SARS.",COVID-19 is much more difficult to contain than SARS.
