sent0,hard_neg
"Kutikia tarehe 14 Aprili 2020, programu ilikuwa inasubiri kuidhinishwa na Google Play Store na Appple App Store.",The app didn't need to be approved.
"""!صرخت قائلة ""النجدة! ساعدوني.","She stood silently on the bridge, contemplating the river."
"“Шак еще не готов, он на реабилитации”, - сказал Клопп.",Klopp said Shaq was ready to go.
Κλείστε τα μάτια σας για τρία λεπτά.,Keep your eyes wide open for at least three minutes.
สมาชิกสมัชชาจะได้รับสิทธ์ออกเสียงขั้นสุดท้าย ซึ่งจะเป็นการตัดสินในหัวข้อคำถามที่ว่า พวกเขาควรได้รับการขนามนามว่าอย่างไร ในการอภิปรายเกี่ยวกับข้อกฎหมายนี้,The AMs will let the public decide what they should be called.
Tôi không có gì đặc biệt để nói.,I have a few important things that I would like to share.
"Kwa mfanano mkubwa kati ya virusi hivi, inaaminika kwa jumla kwamba WIV1 si virusi vizalishaji vya kati vya SARS-CoV na popo sio wabebaji wa kati wanaohifadhi SARS-CoV.",These two viruses share no homology.
ایک بچہ گُم ہو گیا ہے۔,The child has been found.
"""A Gazprom le pagará por la capacidad total, independientemente de la cantidad de gas que realmente se transporte"", precisa Jens Müller.",Jens Muller said Gazprom will not pay capacity for the gas.
"""Sur la transmission, par exemple, de ce qu'est la culture québécoise, le sentiment d'appartenance, le soutien au personnel dans les transformations qu'on vit, au sein de la clientèle étudiante"", énumère-t-il.",The Quebec culture is one that is full of selfish and uncaring people.
"""Me gustaría que pareciera un monstruo, pero no lo parece"", dijo un familiar de una víctima.",Everyone thought he looked like a horrible monster.
"«Как только появилась эта креветка, в озере внезапно не оказалось естественных очистителей», – сказал Шладов.",The shrimp provided a natural cleaner for the lake.
"""Darina y yo nos hablamos con normalidad, lo único es que no compartimos cama, dijo Rychtář.",Darina and I still share the same bed.
Bạn có thể cho tôi một ví dụ không?,I do not want an example.
แต่หลังจากการเสียวิกเก็ตของกัปตัน อินเดียทำได้เพียง 36 รัน โดยเสีย 7 วิกเก็ตเพื่อจบอินนิ่ง,"The Indian team performed very poorly in the match, finishing with just 26 runs and 9 wickets lost in the final innings."
“เป็นข้อบังคับของทางการที่เวลา 6.00 น. เนื้อหานั้นไม่เหมาะสม พวกเขาจึงต้องเปลี่ยนไปเป็นรายการสำหรับเด็ก” Dave Schwartz รองประธานอาวุโสฝ่ายการตลาดและการสื่อสารของ Bellator กล่าว เมื่อถูกถามเกี่ยวกับการสับเปลี่ยน,Children's programming was not allowed to be on at 6 am according to the regulations.
Είναι κανείς εδώ;,There is no one here?
"""Le groupe qui se tenait en coulisses était le mouvement islamique du Turkestan oriental"", a-t-il ajouté, ses propos étant repris par l'agence Chine nouvelle.",The East Turkestan Islamic Movement was not involved.
"""En l'état actuel des connaissances, il peut être considéré comme la donnée biométrique ultime"", confirme Sophie Vulliet-Tavernier, directrice des études, de l'innovation et de la prospective à la CNIL.",Sophie Vulliet-Tavernier is a director of day to day operations at the CNIL.
"""Solo le puso privacidad"".",He made it public.
Може ли да отхапя малко?,"I wouldn't want a bite, thanks."
"""J'ai été placée en unité psychiatrique, et lorsque je suis sortie, je me souviens avoir dit à mon commandant ""Ce n'était pas son procès mais le mien"".""",I was never in a psychiatric unit.
"«Привет, это ты?» – «Да, это я».","""Hi, is that him?"" ""No, it is not him."""
COVID-19 ilipanuka katika makundi hasa katika na karibu na Hubei.,COVID-19 hasn't been able to spread in any clusters.
สัตว์ทุกตัวที่มาถึงเกาะนี้แต่เดิมล้วนมาที่นี่ด้วยการว่ายน้ำ บิน หรือลอยน้ำ,Some animals did not make it to the island.
"""พวกมันก็แค่ขี้เล่น",They're being serious.
"Σε ό,τι αφορά τη συμβίωση, προφανώς πρέπει να έχουν το δικαίωμα σε αυτή και τα ομόφυλα ζευγάρια.",There's no need for gay couples to be allowed to cohabitate.
"Nous sommes bientôt sans le sou et nous attendons un nouveau logement, au même tarif que l'ancien.",We will be rolling in cash and we are not looking for a new house.
"मुख्य कार्यकारी अधिकारी फिलिप हरे से उस मामले के बारे में पूछा गया था, जिसमें वाई.एम.सी.ए. के एक कर्मचारी पर बाल पोर्नोग्राफी अपराधों का आरोप लगाया गया था, तथा एक अन्य मामला जिसमें वाई.एम.सी.ए. कैरिंगबाह जिम इंस्ट्रक्टर पर वर्ष 1991 में उसकी देखभाल में रहने वाले बच्चों के विरूद्ध बाल यौन अपराध का आरोप लगाया गया था।",No one has ever been convicted of child sex offenses.
为了参加划船比赛，一支新的队伍组成了。,The new team was created so that they could practice for the swim meet.
هل تسمع ما أقول ؟,I can hear that you are not saying anything.
لا تقبل بالعالم كما هو.,Accept the world as it is.
"""Les plus grands ennemis de la liberté de la presse ne sont pas les hommes politiques malveillants ou pervers mais les mauvais journalistes à la solde de l'avidité, du chantage et de l'extorsion"", a-t-il déclaré.","Politicians, who are truly evil and wicked, are the enemies of the press freedom."
COVID-19 ilithibitishwa kuenea hadi Korea Kusini mnamo 20 Januari 2020 kutoka Uchina.,COVID-19 has yet to arrive in South Korea.
